uc_fqn,column,deployed_comment,signals
main.etoro_kpi_prep.tvf_pnl_single_day,iscopyfund,CASE WHEN NOT cpt.PositionID IS NULL THEN 1 ELSE 0 END (sql-derived [case] from Function_PnL_Single_Day); where cpt = BI_DB_dbo.BI_DB_CopyFund_Positions. Source,"SIBLING_PHRASES: ['ActionType', 'ActionTypeID', 'COALESCE', 'DateID', 'IsCopyFund', 'MirrorID'] || HEADING_ANCHOR: ['BI_DB_DDR_Fact_Non_Revenue_Generating_Actions: 2.4 IsCopyFund']"
main.etoro_kpi_prep.v_trading_volume_and_amount,issqf,Instrument in SQF subset at @edateInt; GROUP BY. Source: BI_DB_dbo.Function_Instrument_Snapshot_Enriched. (T2 — Function_Trading_Volume),"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,issqf,ISNULL from TVF subset IsSQF=1 at @edateInt. Source: BI_DB_dbo.Function_Instrument_Snapshot_Enriched. (T2 — Function_Trading_Volume_PositionLevel),"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.v_revenue_adminfee,issqf,CASE WHEN InstrumentID IN (subquery WHERE IsSQF = 1) THEN 1 ELSE 0 END. Source: Function_Instrument_Snapshot_Enriched(@edateInt).InstrumentID. (T2 — Function_Re,"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.v_revenue_commission,issqf,CASE WHEN InstrumentID IN (enriched WHERE IsSQF = 1) THEN 1 ELSE 0 END. Source: Function_Instrument_Snapshot_Enriched. (T2 — Function_Revenue_Commissions),"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.v_revenue_fullcommission,issqf,CASE WHEN InstrumentID IS NOT NULL THEN 1 ELSE 0 END. Source: Function_Instrument_Snapshot_Enriched.InstrumentID. (T2 — Function_Revenue_FullCommissions),"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.v_revenue_rollover,issqf,CASE WHEN InstrumentID IS NOT NULL THEN 1 ELSE 0 END. Source: Function_Instrument_Snapshot_Enriched.InstrumentID. (T2 — Function_Revenue_RolloverFee),"COMPRESSION_LOSS: ['adj.dateid', 'adj.instrumentid', 'dis.dateid', 'groupid = 59'] || SIBLING_PHRASES: ['DateID', 'GroupID', 'IsEndOfDay', 'IsFuture', 'IsFutures', 'IsStartOfDay']"
main.etoro_kpi_prep.tvf_pnl_single_day,isfuture,"1=futures contract (instrument in Trade.InstrumentGroups WHERE GroupID=25), 0=not futures. 243 flagged as futures. (Tier 2 — SP_Dim_Instrument) (via Dim_Instrum","SIBLING_PHRASES: ['DateID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy', 'IsFuture'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_trading_volume_and_amount,isfuture,GROUP BY. Source: DWH_dbo.Dim_Instrument.IsFuture. (T1 — Function_Trading_Volume),"SIBLING_PHRASES: ['DateID', 'GroupID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,isfuture,JOIN. Source: DWH_dbo.Dim_Instrument.IsFuture. (T1 — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['DateID', 'GroupID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_optionsplatform,isfuture,0. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['DateID', 'GroupID', 'INSERT', 'InstrumentType', 'InstrumentTypeID', 'IsCopy'] || HEADING_ANCHOR: ['BI_DB_Capital_Adequacy_Daily_Equity: 2.3 IsFuture Behavior']"
main.etoro_kpi_prep.v_revenue_commission,commissioncloseadjustment,"CASE WHEN ActionTypeID IN (4,5,6,28,40) THEN CommissionOnClose - CommissionByUnits ELSE 0 END (same prep filter). Source: Fact_CustomerAction.CommissionOnClose,","SIBLING_PHRASES: ['CommissionCloseAdjustment', 'CommissionOnCloseAdjustment', 'CommissionOnOpen', 'CommissionTransfer', 'FullCommission', 'FullCommissionCloseAdjustment']"
main.etoro_kpi_prep.v_revenue_fullcommission,fullcommissioncloseadjustment,"CASE WHEN ActionTypeID IN (1,2,3,39) THEN 0 WHEN ActionTypeID IN (4,5,6,28,40) THEN FullCommissionOnClose - FullCommissionByUnits ELSE 0 END. Source: Fact_Custo","SIBLING_PHRASES: ['CashoutFee', 'CommissionCloseAdjustment', 'FullCommission', 'FullCommissionByU', 'FullCommissionCloseAdjustment', 'FullCommissionOnCloseAdjustment']"
main.etoro_kpi_prep.v_revenue_commission,commissiononopen,"CASE WHEN ActionTypeID IN (1,2,3,39) THEN Commission ELSE 0 END (prep rows already WHERE ActionTypeID IN (1,2,3,39,4,5,6,28,40)). Source: Fact_CustomerAction.Co","SIBLING_PHRASES: ['CommissionByUnits', 'CommissionByUnitsAtClose', 'CommissionCloseAdjustment', 'CommissionOnClose', 'CommissionOnOpen', 'CommissionTransfer']"
main.etoro_kpi_prep.v_revenue_commission,commissiononclose,"CASE WHEN ActionTypeID IN (4,5,6,28,40) THEN CommissionOnClose ELSE 0 END (same prep filter). Source: Fact_CustomerAction.CommissionOnClose. (T2 — Function_Reve","SIBLING_PHRASES: ['BonusCredit', 'CommissionByUnits', 'CommissionCloseAdjustment', 'CommissionOnCloseAdjustment', 'CommissionOnOpen', 'CommissionTransfer']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,commissiononopen,Sum of opening commissions (Commission) across all open positions for this CID. (Tier 2 — SP_Fact_CustomerUnrealized_PnL) (via Fact_CustomerUnrealized_PnL). Sou,"SIBLING_PHRASES: ['ActionTypeID', 'CommissionBy', 'CommissionByUnits', 'CommissionByUnitsAtClose', 'CommissionCloseAdjustment', 'CommissionOnClose']"
main.etoro_kpi_prep.v_revenue_commission,docsok,[UNVERIFIED] Legacy: documents verified flag (1=OK). NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: F,"SIBLING_PHRASES: ['PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_fullcommission,docsok,[UNVERIFIED] Legacy: documents verified flag (1=OK). NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: F,"SIBLING_PHRASES: ['PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_stakingfee,docsok,[UNVERIFIED] Legacy: documents verified flag (1=OK). NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: F,"SIBLING_PHRASES: ['PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,docsok,[UNVERIFIED] Legacy: documents verified flag (1=OK). NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: F,"SIBLING_PHRASES: ['PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_fullcommission,fullcommissiononopen,"CASE WHEN ActionTypeID IN (1,2,3,39) THEN FullCommission ELSE 0 END. Source: Fact_CustomerAction. (T2 — Function_Revenue_FullCommissions)","SIBLING_PHRASES: ['CommissionCloseAdjustment', 'CommissionOnOpen', 'FullCommissionOnOpen', 'FullCommissionOnOpenFinal', 'RegTransferDirection']"
main.etoro_kpi_prep.v_revenue_commission,premiumaccount,[UNVERIFIED] Legacy: premium account flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_Snapsh,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_commission,playerstatusreasonid,"Reason code for the current PlayerStatusID (e.g., why account was blocked). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusReasonID (CC). FK to D","SIBLING_PHRASES: ['CountryID', 'GETDATE', 'PendingClosureStatusID', 'PlayerStatusReason', 'PlayerStatusReasonI', 'PlayerStatusSubReasonID']"
main.etoro_kpi_prep.v_revenue_fullcommission,premiumaccount,[UNVERIFIED] Legacy: premium account flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_Snapsh,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_fullcommission,playerstatusreasonid,"Reason code for the current PlayerStatusID (e.g., why account was blocked). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusReasonID (CC). FK to D","SIBLING_PHRASES: ['CountryID', 'GETDATE', 'PendingClosureStatusID', 'PlayerStatusReason', 'PlayerStatusReasonI', 'PlayerStatusSubReasonID']"
main.etoro_kpi_prep.v_revenue_stakingfee,premiumaccount,[UNVERIFIED] Legacy: premium account flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_Snapsh,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_stakingfee,playerstatusreasonid,"Reason code for the current PlayerStatusID (e.g., why account was blocked). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusReasonID (CC). FK to D","SIBLING_PHRASES: ['CountryID', 'GETDATE', 'PendingClosureStatusID', 'PlayerStatusReason', 'PlayerStatusReasonI', 'PlayerStatusSubReasonID']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,premiumaccount,[UNVERIFIED] Legacy: premium account flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_Snapsh,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'SuitabilityTestCompletedAt']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,playerstatusreasonid,"Reason code for the current PlayerStatusID (e.g., why account was blocked). DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PlayerStatusReasonID (CC). FK to D","SIBLING_PHRASES: ['CountryID', 'GETDATE', 'PendingClosureStatusID', 'PlayerStatusReason', 'PlayerStatusReasonI', 'PlayerStatusSubReasonID']"
main.etoro_kpi_prep.v_revenue_optionsplatform,firsttradedateid,"CAST(FORMAT(CAST(TradeDate AS DATE),'yyyyMMdd') AS INT) on first trade. Source: Sodreconciliation_apex_EXT1047_RevenueReports.TradeDate. (T2 — Function_Revenue_","SIBLING_PHRASES: ['FTDDateID', 'FirstActionType', 'FirstIOBDateID', 'FirstOptionsTradeDateID', 'FirstTradeDateID', 'FirstVerifiedDateID']"
main.etoro_kpi_prep.v_revenue_optionsplatform,includedintotalrevenue,1. Source: —. (T2 — Function_Revenue_OptionsPlatform),"SIBLING_PHRASES: ['DISTINCT', 'IncludedInTotalRevenue', 'MetricID', 'RevenueMetricCategory', 'RevenueMetricCategoryID', 'TotalRevenue']"
main.etoro_kpi_prep.v_revenue_fullcommission,totalfullcommission,"CASE WHEN ActionTypeID IN (1,2,3,39) THEN FullCommissionOnOpen WHEN ActionTypeID IN (4,5,6,28,40) THEN FullCommissionCloseAdjustment END. Source: Fact_CustomerA","SIBLING_PHRASES: ['ConversionFee', 'FullCommission', 'FullCommissions', 'RealizedFullCommission', 'RolloverFee', 'TotalFullCommission']"
main.etoro_kpi_prep.tvf_pnl_single_day,unrealizedpnlchange,SUM(UnrealizedPnLChange). Source: . (T2 — Function_PnL_Single_Day),"SIBLING_PHRASES: ['NetProfit', 'PositionPnL', 'RealizedFullCommissio', 'RealizedFullCommission', 'RealizedPnL', 'RegTransferDirection']"
main.etoro_kpi_prep.v_revenue_commission,pendingclosurestatusid,Status of a pending account closure request. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PendingClosureStatusID (CC). FK to Dim_PendingClosureStatus. (Tie,"SIBLING_PHRASES: ['IsDepositor', 'IsValidCustomer', 'PendingClosureDate', 'PlayerStatusID', 'ScreeningDate', 'VerificationLevelID']"
main.etoro_kpi_prep.v_revenue_fullcommission,pendingclosurestatusid,Status of a pending account closure request. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PendingClosureStatusID (CC). FK to Dim_PendingClosureStatus. (Tie,"SIBLING_PHRASES: ['IsDepositor', 'IsValidCustomer', 'PendingClosureDate', 'PlayerStatusID', 'ScreeningDate', 'VerificationLevelID']"
main.etoro_kpi_prep.v_revenue_stakingfee,pendingclosurestatusid,Status of a pending account closure request. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PendingClosureStatusID (CC). FK to Dim_PendingClosureStatus. (Tie,"SIBLING_PHRASES: ['IsDepositor', 'IsValidCustomer', 'PendingClosureDate', 'PlayerStatusID', 'ScreeningDate', 'VerificationLevelID']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,pendingclosurestatusid,Status of a pending account closure request. DEFAULT 0. Source: Ext_FSC_Real_Customer_Customer.PendingClosureStatusID (CC). FK to Dim_PendingClosureStatus. (Tie,"SIBLING_PHRASES: ['IsDepositor', 'IsValidCustomer', 'PendingClosureDate', 'PlayerStatusID', 'ScreeningDate', 'VerificationLevelID']"
main.etoro_kpi_prep.v_revenue_adminfee,accountstatusid,Account enabled/suspended status. DEFAULT 0. FK to Dim_AccountStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact,"SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_commission,accountstatusid,"Account enabled/suspended status. DEFAULT 0. Distribution: 1=93.2% (Active), 0=6.1%, 2=0.9% (Inactive). Source: Ext_FSC_Real_Customer_Customer.AccountStatusID (","SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_fullcommission,accountstatusid,"Account enabled/suspended status. DEFAULT 0. Distribution: 1=93.2% (Active), 0=6.1%, 2=0.9% (Inactive). Source: Ext_FSC_Real_Customer_Customer.AccountStatusID (","SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_rollover,accountstatusid,Account enabled/suspended status. DEFAULT 0. FK to Dim_AccountStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact,"SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_dividend,accountstatusid,Account enabled/suspended status. DEFAULT 0. FK to Dim_AccountStatus. Passthrough from Fact_SnapshotCustomer at action date via SCD JOIN. (Tier 2 — DWH_dbo.Fact,"SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_stakingfee,accountstatusid,"Account enabled/suspended status. DEFAULT 0. Distribution: 1=93.2% (Active), 0=6.1%, 2=0.9% (Inactive). Source: Ext_FSC_Real_Customer_Customer.AccountStatusID (","SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,accountstatusid,"Account enabled/suspended status. DEFAULT 0. Distribution: 1=93.2% (Active), 0=6.1%, 2=0.9% (Inactive). Source: Ext_FSC_Real_Customer_Customer.AccountStatusID (","SIBLING_PHRASES: ['AccountStatusName', 'AccountTypeID', 'FirstDepositDate', 'IsValidCustomer', 'PlayerLevelID', 'PlayerStatusID']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,transfercoinfee,Commission AS TransferCoinFee WHERE ActionTypeID = 30 AND IsRedeem = 1. Source: Fact_CustomerAction.Commission. (T2 — Function_Revenue_TransferCoinFee),"SIBLING_PHRASES: ['CashoutFeeExclRedeem', 'ConversionFee', 'CryptoToFiatFee', 'DividendPaid', 'IsRealFutures', 'TotalCashoutFee']"
main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,totalrealcrypto,Sum of position amounts where IsSettled = 1 AND InstrumentTypeID = 10 AND instrument is NOT a future. Real crypto ownership (settled positions). Updated via IsS,"SIBLING_PHRASES: ['ISNULL', 'InProcessCashouts', 'PositionPnLCryptoReal', 'RealAssetEquity', 'RealizedEquityNoCFD', 'TotalCash']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,volumeclose,"ISNULL(CAST(VolumeOnClose AS BIGINT),0) on close leg (CloseDateID in range); 0 on open leg. Source: DWH_dbo.Dim_Position.VolumeOnClose. (T2 — Function_Trading_V","SIBLING_PHRASES: ['DateID', 'InitialAmountCe', 'InvestedAmountClosed', 'InvestedAmountOpen', 'NetInvestedAmount', 'OpenDateID']"
main.etoro_kpi_prep.v_revenue_commission,bankruptcy,[UNVERIFIED] Legacy: bankruptcy flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_SnapshotCus,"SIBLING_PHRASES: ['BankruptcyRate', 'DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest']"
main.etoro_kpi_prep.v_revenue_commission,evangelist,[UNVERIFIED] Legacy: evangelist/ambassador status flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount']"
main.etoro_kpi_prep.v_revenue_commission,totalcommission,"CASE WHEN ActionTypeID IN (1,2,3,39) THEN CommissionOnOpen WHEN ActionTypeID IN (4,5,6,28,40) THEN CommissionCloseAdjustment END (same prep filter). Source: Fac","SIBLING_PHRASES: ['DateID', 'EndCommission', 'FullCommission', 'FullCommissionCloseAdjustment', 'ISNULL', 'RealizedCommission']"
main.etoro_kpi_prep.v_revenue_fullcommission,bankruptcy,[UNVERIFIED] Legacy: bankruptcy flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_SnapshotCus,"SIBLING_PHRASES: ['BankruptcyRate', 'DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest']"
main.etoro_kpi_prep.v_revenue_fullcommission,evangelist,[UNVERIFIED] Legacy: evangelist/ambassador status flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount']"
main.etoro_kpi_prep.v_revenue_stakingfee,bankruptcy,[UNVERIFIED] Legacy: bankruptcy flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_SnapshotCus,"SIBLING_PHRASES: ['BankruptcyRate', 'DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest']"
main.etoro_kpi_prep.v_revenue_stakingfee,evangelist,[UNVERIFIED] Legacy: evangelist/ambassador status flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,bankruptcy,[UNVERIFIED] Legacy: bankruptcy flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source: Fact_SnapshotCus,"SIBLING_PHRASES: ['BankruptcyRate', 'DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest']"
main.etoro_kpi_prep.v_revenue_transfercoinfee,evangelist,[UNVERIFIED] Legacy: evangelist/ambassador status flag. NOT populated by current SP. DEFAULT 0. (Tier 4 - inferred from DDL) (via Fact_SnapshotCustomer). Source,"SIBLING_PHRASES: ['DocsOK', 'PEPCreatedTime', 'PEPStatusID', 'PEPStatusUpdatedDate', 'PassedSuitabilityTest', 'PremiumAccount']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,volumeopen,"ISNULL(CAST(Volume AS BIGINT),0) on open leg only (OpenDateID in range); 0 on close leg. Source: DWH_dbo.Dim_Position.Volume. (T2 — Function_Trading_Volume_Posi","SIBLING_PHRASES: ['DateID', 'InitialAmountCe', 'InvestedAmountClosed', 'InvestedAmountOpen', 'NetInvestedAmount', 'RealCID']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,investedamountclosed,CAST(Amount AS FLOAT) on closes. Source: DWH_dbo.Dim_Position.Amount. (TU — Function_Trading_Volume_PositionLevel),"SIBLING_PHRASES: ['ISNULL', 'InvestedAmountClosed', 'InvestedAmountOpen', 'NetInvestedAmount', 'TotalVolume', 'VolumeClose']"
main.etoro_kpi_prep.v_trading_volume_and_amount,settlementtypeid,GROUP BY. Source: DWH_dbo.Dim_Position.SettlementTypeID. (T1 — Function_Trading_Volume),"SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'AmountInUnitsDecimal', 'COALESCE', 'CurrentConversionRate', 'FullDate']"
main.etoro_kpi_prep.v_trading_volume_positionlevel,settlementtypeid,"Modern settlement classification. Dictionary.SettlementTypes: 0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE. Replaces IsSettled. (Tier 1 — Trade.P","SIBLING_PHRASES: ['AccountStatus', 'AccountType', 'AmountInUnitsDecimal', 'COALESCE', 'CurrentConversionRate', 'FullDate']"
